TF (knockdown),Gene Symbol,Logratio(log10),Fold change
Sox2,Glipr2,0.4061,2.547
Sox2,D0H6S2654E,0.4055,2.543
Sox2,Prom1,0.4052,2.542
Sox2,Psmb8,0.4049,2.54
Sox2,9030208C03Rik,0.4049,2.54
Sox2,BC052055,0.4041,2.535
Sox2,4632428N05Rik,0.404,2.535
Sox2,Ankrd2,0.4025,2.526
Sox2,Cebpa,0.4011,2.518
Sox2,Tceal5,0.4007,2.515
Sox2,Ssbp3,0.4005,2.514
Sox2,2210403K04Rik,0.4004,2.514
Sox2,Tuba1a,0.4004,2.514
Sox2,Setbp1,0.4003,2.513
Sox2,Pbx1,0.4003,2.513
Sox2,Nnmt,0.4002,2.513
Sox2,Map3k8,0.4001,2.512
Sox2,Espn,0.3993,2.507
Sox2,Col5a2,0.3993,2.507
Sox2,RP23-233H9.5,0.3989,2.505
Sox2,Best1,0.3987,2.504
Sox2,Rab19,0.3983,2.502
Sox2,Dmkn,0.3982,2.501
Sox2,Il17rb,0.3981,2.5
Sox2,C130075A20Rik,0.398,2.5
Sox2,Fstl3,0.3977,2.498
Sox2,Coro2a,0.3976,2.498
Sox2,Calcrl,0.3975,2.497
Sox2,Cpm,0.3974,2.496
Sox2,Atp1a2,0.3974,2.496
Sox2,Npr2,0.3973,2.496
Sox2,Ptprm,0.3972,2.495
Sox2,Ctsc,0.3966,2.492
Sox2,Adssl1,0.396,2.488
Sox2,LOC671336,0.396,2.488
Sox2,Irf2,0.3957,2.487
Sox2,Agbl2,0.3955,2.485
Sox2,Dmrt3,0.3953,2.484
Sox2,Slc6a4,0.3944,2.479
Sox2,Comp,0.3944,2.479
Sox2,Sez6,0.3941,2.477
Sox2,Lxn,0.3939,2.476
Sox2,Setd7,0.3924,2.468
Sox2,Ocm,0.3922,2.467
Sox2,Pitx1,0.3922,2.467
Sox2,Adad1,0.3917,2.464
Sox2,4631426J05Rik,0.3913,2.462
Sox2,Sema3b,0.3912,2.461
Sox2,Jun,0.3908,2.459
Sox2,C2,0.3904,2.456
Sox2,Timd2,0.3897,2.453
Sox2,Mmd,0.387,2.437
Sox2,Lcp1,0.3868,2.436
Sox2,Eya2,0.3865,2.435
Sox2,Pcsk9,0.3864,2.434
Sox2,AI836003,0.3861,2.432
Sox2,A430108G06Rik,0.3861,2.432
Sox2,A330049M08Rik,0.386,2.432
Sox2,Amotl2,0.3858,2.431
Sox2,BC056923,0.3857,2.43
Sox2,Syne1,0.3849,2.426
Sox2,Slc2a6,0.3847,2.424
Sox2,Tmem100,0.3845,2.423
Sox2,Dlx4,0.3843,2.422
Sox2,Rdh9,0.3842,2.422
Sox2,9030224M15Rik,0.3841,2.421
Sox2,Leprel1,0.3839,2.42
Sox2,Wnt2b,0.3838,2.419
Sox2,Plaur,0.3834,2.417
Sox2,Prkar1b,0.3831,2.416
Sox2,Ulbp1,0.3826,2.413
Sox2,Heg1,0.3822,2.411
Sox2,A630091E08Rik,0.3821,2.41
Sox2,Serpinb9,0.3813,2.406
Sox2,Osbpl6,0.3811,2.404
Sox2,Pea15a,0.381,2.404
Sox2,Eif4e3,0.381,2.404
Sox2,1190002H23Rik,0.3806,2.402
Sox2,5530401J07Rik,0.3805,2.401
Sox2,6030405A18Rik,0.3802,2.399
Sox2,BC031748,0.3802,2.399
Sox2,Kank1,0.3802,2.399
Sox2,Galnt14,0.3794,2.395
Sox2,Ptprb,0.3791,2.393
Sox2,Bik,0.3786,2.391
Sox2,4922503N01Rik,0.3786,2.391
Sox2,Oasl2,0.3786,2.391
Sox2,Wnt9a,0.3782,2.388
Sox2,Aox1,0.3777,2.386
Sox2,B3gnt8,0.3775,2.385
Sox2,Fem1b,0.3771,2.382
Sox2,Bmp8b,0.3769,2.381
Sox2,C330024D12Rik,0.3768,2.381
Sox2,Scube3,0.3767,2.38
Sox2,Abcb9,0.376,2.376
Sox2,Senp7,0.3759,2.376
Sox2,Col5a3,0.3759,2.376
Sox2,Cyp4f15,0.3755,2.374
Sox2,Sparc,0.3752,2.372
Sox2,Cgn,0.3752,2.372
Sox2,Slc38a4,0.3749,2.37
Sox2,Grip1,0.3746,2.369
Sox2,Gpr146,0.3743,2.367
Sox2,Dmrtc1a,0.3742,2.367
Sox2,Il10rb,0.3735,2.363
Sox2,Cpne7,0.3734,2.362
Sox2,Mdfi,0.3733,2.362
Sox2,Zfp768,0.3728,2.359
Sox2,Kcna6,0.3728,2.359
Sox2,Styxl1,0.3726,2.358
Sox2,Trim14,0.3725,2.357
Sox2,Scx,0.3724,2.357
Sox2,4930444P10Rik,0.3724,2.357
Sox2,Pdzrn3,0.3723,2.356
Sox2,Hipk3,0.3719,2.354
Sox2,5031434O11Rik,0.3718,2.353
Sox2,A130050O07Rik,0.3716,2.352
Sox2,Dmrt1,0.3716,2.352
Sox2,Thbs4,0.3714,2.351
Sox2,Gsta2,0.3713,2.351
Sox2,9030420J04Rik,0.3713,2.351
Sox2,Tuba8,0.3701,2.344
Sox2,St8sia4,0.3698,2.343
Sox2,Ralgds,0.3695,2.341
Sox2,E430016P22Rik,0.3694,2.34
Sox2,Atp2a1,0.3693,2.34
Sox2,Rrad,0.3689,2.338
Sox2,5530400B01Rik,0.3688,2.337
Sox2,Sema3f,0.3687,2.337
Sox2,Nol3,0.3685,2.336
Sox2,Slc16a5,0.3683,2.335
Sox2,Reep5,0.3682,2.334
Sox2,Irx4,0.368,2.333
Sox2,Ddr1,0.3679,2.332
Sox2,Chst13,0.3679,2.332
Sox2,BC062109,0.3678,2.332
Sox2,Cyp7b1,0.3674,2.33
Sox2,Rbm20,0.3672,2.329
Sox2,Pde10a,0.3672,2.329
Sox2,Ctsk,0.3669,2.327
Sox2,Ifi35,0.3666,2.325
Sox2,C230057H02Rik,0.3666,2.325
Sox2,Bean,0.366,2.322
Sox2,6330409D20Rik,0.3657,2.321
Sox2,Gchfr,0.3654,2.319
Sox2,Tpm4,0.3653,2.318
Sox2,Plekhg2,0.365,2.317
Sox2,Tmem130,0.3647,2.315
Sox2,Scn2a1,0.3644,2.314
Sox2,Chrna4,0.3639,2.311
Sox2,Igfbp5,0.3639,2.311
Sox2,Ropn1l,0.3638,2.311
Sox2,BC050972,0.3638,2.311
Sox2,Sprn,0.3635,2.309
Sox2,Mmp25,0.3628,2.305
Sox2,C1ql2,0.3627,2.305
Sox2,Rnf207,0.3626,2.304
Sox2,Zfp608,0.3622,2.302
Sox2,Cldn7,0.3619,2.3
Sox2,E330021D16Rik,0.3617,2.299
Sox2,Abca3,0.3615,2.298
Sox2,Pik3r3,0.3603,2.292
Sox2,2310016C16Rik,0.3601,2.291
Sox2,Tap1,0.3599,2.29
Sox2,Nme2,0.3599,2.29
Sox2,Sema4c,0.3597,2.289
Sox2,Ctdspl,0.3594,2.287
Sox2,Abca7,0.3589,2.285
Sox2,Chrnb1,0.3586,2.283
Sox2,Herc5,0.3585,2.282
Sox2,Cntn1,0.3584,2.282
Sox2,B430119L13Rik,0.3582,2.281
Sox2,Col18a1,0.3581,2.28
Sox2,Gpc1,0.3581,2.28
Sox2,Pdlim3,0.3579,2.279
Sox2,3110006E14Rik,0.3576,2.278
Sox2,3830408D24Rik,0.3572,2.276
Sox2,Mmp14,0.357,2.275
Sox2,4930405M20Rik,0.357,2.275
Sox2,Afap1,0.3567,2.273
Sox2,Cyp1a1,0.3567,2.273
Sox2,Eppk1,0.3562,2.27
Sox2,2310015B20Rik,0.3559,2.269
Sox2,Drd4,0.3558,2.268
Sox2,Mgat4b,0.3558,2.268
Sox2,Gm44,0.3554,2.266
Sox2,Itgb3,0.3554,2.266
Sox2,Pdlim7,0.3553,2.266
Sox2,Speg,0.3552,2.265
Sox2,Lrrc8e,0.355,2.264
Sox2,Flt1,0.355,2.264
Sox2,Rhou,0.3547,2.263
Sox2,Tnnc1,0.3546,2.262
Sox2,Anks6,0.3538,2.258
Sox2,Lpl,0.3537,2.257
Sox2,Dpysl2,0.3537,2.257
Sox2,Olfr1382,0.3534,2.256
Sox2,Hhipl1,0.3523,2.25
Sox2,Tspan12,0.3519,2.248
Sox2,2900046G09Rik,0.3519,2.248
Sox2,Rbms1,0.3517,2.247
Sox2,Scn10a,0.3516,2.246
Sox2,Sfi1,0.3515,2.246
Sox2,BC030343,0.3509,2.243
Sox2,Anxa2,0.3505,2.241
Sox2,Sgsh,0.3503,2.24
Sox2,Mogat1,0.3503,2.24
Sox2,Lpp,0.3501,2.239
Sox2,9030613N10Rik,0.3497,2.237
Sox2,Serf1,0.3497,2.237
Sox2,Wfikkn1,0.3496,2.236
Sox2,Zfp318,0.3494,2.235
Sox2,A330094K24Rik,0.3491,2.234
Sox2,Hpgd,0.3476,2.226
Sox2,Psme2,0.3472,2.224
Sox2,Ccl20,0.3472,2.224
Sox2,Sdc3,0.347,2.223
Sox2,Masp1,0.3464,2.22
Sox2,C230062I16Rik,0.3462,2.219
Sox2,Tmc7,0.3453,2.214
Sox2,Greb1,0.3451,2.213
Sox2,Nags,0.3449,2.212
Sox2,Eif2c4,0.3447,2.211
Sox2,BC033932,0.3446,2.211
Sox2,Unc5b,0.3446,2.211
Sox2,Flnb,0.3444,2.21
Sox2,Wnt6,0.3441,2.208
Sox2,Grina,0.3435,2.205
Sox2,Nope,0.3434,2.204
Sox2,AW549542,0.3426,2.2
Sox2,Phyhd1,0.3425,2.2
Sox2,Tec,0.3421,2.198
Sox2,Tmem25,0.342,2.197
Sox2,Ctsl,0.3418,2.196
Sox2,Tmem132e,0.3413,2.194
Sox2,Psmb11,0.3411,2.193
Sox2,ENSMUSG00000060247,0.341,2.192
Sox2,Spsb2,0.3407,2.191
Sox2,AA986860,0.3399,2.187
Sox2,Mx2,0.3398,2.186
Sox2,AI646023,0.3394,2.184
Sox2,1600021P15Rik,0.3394,2.184
Sox2,4933431E20Rik,0.3388,2.181
Sox2,Kcne1l,0.3387,2.181
Sox2,C1r,0.3381,2.178
Sox2,4933412E12Rik,0.3381,2.178
Sox2,Trpv2,0.3377,2.176
Sox2,Peg3,0.3377,2.176
Sox2,Opn3,0.3373,2.174
Sox2,Arg1,0.3373,2.174
Sox2,Sytl4,0.3372,2.173
Sox2,Nme5,0.3371,2.173
Sox2,Hk1,0.337,2.172
Sox2,Tcirg1,0.3363,2.169
Sox2,Rbm35b,0.3355,2.165
Sox2,AU021092,0.3355,2.165
Sox2,Rab9b,0.3354,2.164
Sox2,Dnahc1,0.335,2.162
Sox2,2810051F02Rik,0.3347,2.161
Sox2,Fads2,0.3345,2.16
Sox2,Rgs17,0.3345,2.16
Sox2,Cyp4v3,0.3341,2.158
Sox2,Cd274,0.334,2.157
Sox2,Dkk3,0.334,2.157
Sox2,Llgl2,0.3331,2.153
Sox2,Tmem62,0.333,2.152
Sox2,Ttc12,0.3326,2.15
Sox2,Centd3,0.3325,2.15
Sox2,3110079O15Rik,0.3323,2.149
Sox2,Pxdn,0.3319,2.147
Sox2,Myh9,0.3318,2.146
Sox2,Emp3,0.3316,2.145
Sox2,Id1,0.3312,2.143
Sox2,Fads3,0.3306,2.14
Sox2,Fndc1,0.3301,2.138
Sox2,Dok5,0.3298,2.136
Sox2,Wnt4,0.3297,2.136
Sox2,Tmem53,0.3295,2.135
Sox2,2010007H06Rik,0.3293,2.134
Sox2,Actn2,0.3292,2.134
Sox2,C130089K02Rik,0.3289,2.132
Sox2,Mmp15,0.3287,2.131
Sox2,Rbbp7,0.3285,2.13
Sox2,Shd,0.3284,2.13
Sox2,Pde1a,0.3278,2.127
Sox2,Lamb2,0.3278,2.127
Sox2,Letmd1,0.3276,2.126
Sox2,Pitpnm1,0.3276,2.126
Sox2,Cyba,0.3272,2.124
Sox2,Nfatc1,0.3271,2.123
Sox2,Brdt,0.3268,2.122
Sox2,Mbnl2,0.3267,2.121
Sox2,Ednra,0.3265,2.12
Sox2,P2rx4,0.3265,2.12
Sox2,Ulk2,0.3264,2.12
Sox2,Lhfpl2,0.3258,2.117
Sox2,Anubl1,0.3257,2.116
Sox2,D630004K10Rik,0.3255,2.115
Sox2,Kcne3,0.3254,2.115
Sox2,Marveld2,0.3251,2.113
Sox2,Fzd1,0.325,2.113
Sox2,4930412F15Rik,0.325,2.113
Sox2,Srr,0.3246,2.111
Sox2,Chst11,0.3246,2.111
Sox2,Irs2,0.3246,2.111
Sox2,Chsy3,0.3241,2.109
Sox2,Ccng2,0.324,2.108
Sox2,Sag,0.3238,2.107
Sox2,4930506M07Rik,0.3236,2.106
Sox2,Galns,0.3234,2.105
Sox2,Glrb,0.323,2.103
Sox2,Lca5,0.3229,2.103
Sox2,C77080,0.3229,2.103
Sox2,Igf1r,0.3228,2.102
Sox2,Dap,0.3225,2.101
Sox2,Snx21,0.3224,2.1
Sox2,A4galt,0.322,2.098
Sox2,Tsx,0.3219,2.098
Sox2,Cmtm3,0.3216,2.097
Sox2,Dnahc2,0.3215,2.096
Sox2,Gcnt1,0.3211,2.094
Sox2,Larp6,0.321,2.094
Sox2,Dnase1l1,0.321,2.094
Sox2,Mmd2,0.3208,2.093
Sox2,Fgfr2,0.3206,2.092
Sox2,LOC639119,0.3205,2.091
Sox2,Ankrd1,0.3198,2.088
Sox2,Zbtb4,0.3198,2.088
Sox2,Entpd2,0.3198,2.088
Sox2,Dusp14,0.3196,2.087
Sox2,Soat1,0.3196,2.087
Sox2,2310033E01Rik,0.3195,2.086
Sox2,Spsb1,0.3194,2.086
Sox2,Olfr1333,0.3192,2.085
Sox2,Tenc1,0.319,2.084
Sox2,Mrc2,0.3189,2.084
Sox2,H19,0.3188,2.083
Sox2,4933434I06Rik,0.3187,2.083
Sox2,Tmem116,0.3186,2.082
Sox2,Matn4,0.3186,2.082
Sox2,BC049352,0.3185,2.082
Sox2,Tnfrsf1a,0.3184,2.081
Sox2,Cd46,0.3181,2.08
Sox2,BC018465,0.318,2.079
Sox2,9530082P21Rik,0.3179,2.079
Sox2,Atxn1,0.3176,2.077
Sox2,Olfr1372-ps1,0.3176,2.077
Sox2,Mapre3,0.3176,2.077
Sox2,2610027C15Rik,0.3175,2.077
Sox2,1700023A16Rik,0.3174,2.076
Sox2,Zdhhc2,0.3173,2.076
Sox2,Dsp,0.3172,2.075
Sox2,2610034B18Rik,0.3172,2.075
Sox2,Six2,0.3166,2.073
Sox2,Vav3,0.3165,2.072
Sox2,Raet1d,0.3165,2.072
Sox2,LOC230628,0.3162,2.071
Sox2,Creb3,0.3162,2.071
Sox2,Cxcl16,0.3161,2.07
Sox2,2810022L02Rik,0.3161,2.07
Sox2,Rtn4rl1,0.3153,2.066
Sox2,Clcn5,0.3152,2.066
Sox2,Mrgpra4,0.3151,2.065
Sox2,Megf8,0.3149,2.064
Sox2,Nrbp2,0.3141,2.061
Sox2,Zfp316,0.3138,2.059
Sox2,Gli3,0.3134,2.057
Sox2,Cbfa2t3,0.3132,2.056
Sox2,Lrrfip1,0.3129,2.055
Sox2,Slc10a4,0.3129,2.055
Sox2,Bbx,0.3122,2.052
Sox2,B930095G15Rik,0.3117,2.049
Sox2,Prickle1,0.3117,2.049
Sox2,Fbxl8,0.3117,2.049
Sox2,1110034N17Rik,0.3116,2.049
Sox2,Epb4.1l1,0.3113,2.047
Sox2,Arhgef17,0.3113,2.047
Sox2,Klf6,0.3112,2.047
Sox2,9930039A11Rik,0.3111,2.046
Sox2,Msx2,0.3111,2.046
Sox2,Hip1,0.3111,2.046
Sox2,Gm648,0.3108,2.045
Sox2,Slc6a3,0.3108,2.045
Sox2,Ptprs,0.3106,2.044
Sox2,Antxr2,0.3106,2.044
Sox2,2310047D07Rik,0.3105,2.044
Sox2,Indol1,0.3104,2.043
Sox2,Tnnt3,0.3102,2.042
Sox2,Pp11r,0.3102,2.042
Sox2,Acox2,0.3101,2.042
Sox2,Slc43a3,0.3099,2.041
Sox2,Nelf,0.3098,2.04
Sox2,5830407P18Rik,0.3096,2.039
Sox2,Rasl12,0.3095,2.039
Sox2,4930421J07Rik,0.3091,2.037
Sox2,Fgf8,0.3091,2.037
Sox2,Atp2b2,0.309,2.037
Sox2,Gckr,0.3087,2.035
Sox2,Afap1l1,0.3085,2.034
Sox2,Ntf5,0.3083,2.033
Sox2,Actn1,0.3083,2.033
Sox2,Mafb,0.3082,2.033
Sox2,Cdcp1,0.3079,2.031
Sox2,Igfbp3,0.3076,2.03
Sox2,Nck2,0.3072,2.028
Sox2,Ccdc33,0.3069,2.027
Sox2,Dhrs3,0.3068,2.026
Sox2,Gpsm1,0.3061,2.023
Sox2,Dzip1l,0.3055,2.02
Sox2,9530039L23Rik,0.3054,2.02
Sox2,Lhfp,0.305,2.018
Sox2,Meis3,0.3049,2.017
Sox2,Poln,0.3048,2.017
Sox2,C430045I18Rik,0.3045,2.016
Sox2,Cxcl1,0.3045,2.016
Sox2,Foxf2,0.3042,2.014
Sox2,Glis2,0.304,2.013
Sox2,Gipc2,0.3039,2.013
Sox2,Uhmk1,0.3037,2.012
Sox2,Kdelc2,0.3037,2.012
Sox2,4930523C07Rik,0.3033,2.01
Sox2,2310014H01Rik,0.303,2.009
Sox2,Mbp,0.303,2.009
Sox2,Atoh8,0.303,2.009
Sox2,Tuft1,0.3029,2.008
Sox2,Adfp,0.3029,2.008
Sox2,Htr1d,0.3029,2.008
Sox2,Olfr1467,0.3025,2.006
Sox2,Lrp10,0.3024,2.006
Sox2,Slco2a1,0.3022,2.005
Sox2,Amfr,0.302,2.004
Sox2,2310010M24Rik,0.3018,2.003
Sox2,Rnf103,0.3017,2.003
Sox2,H2-T22,0.3017,2.003
Sox2,Baiap3,0.3016,2.002
Sox2,Plau,0.3016,2.002
Sox2,Sh3tc2,0.3015,2.002
Sox2,Scarf1,0.3013,2.001
Sox2,Srgn,-0.3021,0.4987
Sox2,C330001K17Rik,-0.303,0.4977
Sox2,Pqlc1,-0.3032,0.4975
Sox2,Fez1,-0.3032,0.4975
Sox2,Rad9b,-0.3036,0.497
Sox2,Icam2,-0.304,0.4965
Sox2,Fetub,-0.3042,0.4963
Sox2,Cnnm1,-0.3044,0.4961
Sox2,Mlana,-0.3049,0.4955
Sox2,Txndc2,-0.3057,0.4946
Sox2,Tmem2,-0.3059,0.4944
Sox2,Stk10,-0.3063,0.4939
Sox2,Meis2,-0.3075,0.4926
Sox2,Acyp2,-0.3076,0.4924
Sox2,EG667056,-0.309,0.4909
Sox2,Zfp709,-0.3094,0.4904
Sox2,4930429B21Rik,-0.3096,0.4902
Sox2,Yes1,-0.3098,0.49
Sox2,Ly75,-0.3103,0.4894
Sox2,2310040G24Rik,-0.3107,0.4889
Sox2,Nudt2,-0.311,0.4886
Sox2,4930591A17Rik,-0.3112,0.4884
Sox2,Rarg,-0.3112,0.4884
Sox2,Ifitm1,-0.3114,0.4882
Sox2,Pcolce2,-0.3115,0.488
Sox2,5430421B17,-0.3115,0.488
Sox2,Ptgs1,-0.3118,0.4877
Sox2,9030617O03Rik,-0.3122,0.4873
Sox2,Ubxd5,-0.3125,0.4869
Sox2,EG329217,-0.3125,0.4869
Sox2,Stat4,-0.3138,0.4855
Sox2,Akap11,-0.3139,0.4854
Sox2,LOC433219,-0.3141,0.4851
Sox2,St8sia6,-0.3146,0.4846
Sox2,EG626058,-0.3147,0.4845
Sox2,Enpp3,-0.3148,0.4843
Sox2,4932441K18Rik,-0.3154,0.4837
Sox2,Xlr4c,-0.3156,0.4835
Sox2,Crtac1,-0.3158,0.4832
Sox2,1700019N12Rik,-0.3159,0.4831
Sox2,C330019L16Rik,-0.317,0.4819
Sox2,Aqp8,-0.317,0.4819
Sox2,Plekha4,-0.3172,0.4817
Sox2,EG245190,-0.3176,0.4812
Sox2,Mmrn2,-0.3177,0.4811
Sox2,Cyct,-0.3177,0.4811
Sox2,Ddx58,-0.3197,0.4789
Sox2,Stmn2,-0.3205,0.478
Sox2,Wdr20b,-0.3209,0.4776
Sox2,Frmd5,-0.321,0.4775
Sox2,Zfp296,-0.321,0.4775
Sox2,Dpy30,-0.3213,0.4771
Sox2,Nfib,-0.3214,0.477
Sox2,OTTMUSG00000016571,-0.3217,0.4767
Sox2,Elavl4,-0.3218,0.4766
Sox2,Galnt9,-0.3218,0.4766
Sox2,2610318N02Rik,-0.322,0.4764
Sox2,Tek,-0.322,0.4764
Sox2,Rshl3,-0.3226,0.4757
Sox2,Lap3,-0.3229,0.4754
Sox2,A830025M08,-0.3237,0.4745
Sox2,Enah,-0.3243,0.4739
Sox2,5730408K05Rik,-0.3246,0.4735
Sox2,Mylpf,-0.3261,0.4719
Sox2,Zic5,-0.3261,0.4719
Sox2,Kcnq2,-0.3266,0.4714
Sox2,Sirt1,-0.3267,0.4713
Sox2,LOC269292,-0.3271,0.4708
Sox2,2410080I02Rik,-0.3279,0.47
Sox2,Nhedc2,-0.3279,0.47
Sox2,Tmeff1,-0.3282,0.4696
Sox2,RP23-395H4.4,-0.329,0.4688
Sox2,Lifr,-0.3291,0.4687
Sox2,Epha4,-0.3291,0.4687
Sox2,Rcc2,-0.33,0.4677
Sox2,Akr1b3,-0.3303,0.4674
Sox2,Ms4a14,-0.3304,0.4673
Sox2,Slc12a8,-0.3308,0.4668
Sox2,Tex14,-0.3318,0.4658
Sox2,Ak3l1,-0.3322,0.4653
Sox2,EG545238,-0.3325,0.465
Sox2,Aplp1,-0.3351,0.4622
Sox2,Pecam1,-0.3355,0.4618
Sox2,Oas1g,-0.3358,0.4615
Sox2,Abcb1a,-0.3359,0.4614
Sox2,Scarb2,-0.3361,0.4612
Sox2,Csrp2,-0.3364,0.4608
Sox2,Cass4,-0.3367,0.4605
Sox2,Slc27a2,-0.3369,0.4603
Sox2,Cyp2c54,-0.3376,0.4596
Sox2,Robo4,-0.3382,0.4589
Sox2,LOC433419,-0.3384,0.4587
Sox2,Sly,-0.3386,0.4585
Sox2,4930449E01Rik,-0.3387,0.4584
Sox2,Mia1,-0.3396,0.4575
Sox2,Ptcra,-0.3406,0.4564
Sox2,L1td1,-0.3409,0.4561
Sox2,Rnf138,-0.3414,0.4556
Sox2,BC052688,-0.3416,0.4554
Sox2,Ttn,-0.343,0.4539
Sox2,Pla1a,-0.3431,0.4538
Sox2,Tmprss12,-0.3434,0.4535
Sox2,OTTMUSG00000018358,-0.344,0.4528
Sox2,Smarcd3,-0.3453,0.4515
Sox2,Lck,-0.3458,0.451
Sox2,Hus1b,-0.3458,0.451
Sox2,Tessp2,-0.346,0.4508
Sox2,OTTMUSG00000000712,-0.3464,0.4504
Sox2,Chac1,-0.3465,0.4502
Sox2,5830428M24Rik,-0.3467,0.45
Sox2,Gjb4,-0.3476,0.4491
Sox2,Pnoc,-0.3484,0.4483
Sox2,Aard,-0.3488,0.4479
Sox2,LOC671741,-0.3494,0.4473
Sox2,Etohi7,-0.3494,0.4473
Sox2,1700021A07Rik,-0.3495,0.4471
Sox2,Sox21,-0.3498,0.4468
Sox2,Stc2,-0.3498,0.4468
Sox2,Iqcg,-0.3507,0.4459
Sox2,Lax1,-0.3512,0.4454
Sox2,LOC634915,-0.3528,0.4438
Sox2,Mcam,-0.3528,0.4438
Sox2,1700024G13Rik,-0.3529,0.4437
Sox2,Ctrc,-0.353,0.4436
Sox2,Krt16,-0.3532,0.4434
Sox2,CJ068215,-0.3532,0.4434
Sox2,Apom,-0.3536,0.4429
Sox2,Akr1c13,-0.3537,0.4428
Sox2,Gm805,-0.3541,0.4424
Sox2,4933408N05Rik,-0.3542,0.4423
Sox2,Slc39a14,-0.3542,0.4423
Sox2,Slc35d3,-0.355,0.4415
Sox2,Gm216,-0.3551,0.4414
Sox2,Ahsg,-0.3552,0.4413
Sox2,Syk,-0.3559,0.4406
Sox2,Rpl39l,-0.3564,0.4401
Sox2,Timp4,-0.3575,0.439
Sox2,4930405N21Rik,-0.3583,0.4382
Sox2,LOC624168,-0.3599,0.4366
Sox2,2010204N08Rik,-0.36,0.4365
Sox2,Clca4,-0.3602,0.4363
Sox2,Igf2bp2,-0.3602,0.4363
Sox2,Xlr5c,-0.3603,0.4362
Sox2,Polr3gl,-0.3609,0.4356
Sox2,Kit,-0.3625,0.434
Sox2,1700018B08Rik,-0.3627,0.4338
Sox2,Slc23a1,-0.363,0.4335
Sox2,Foxp1,-0.3635,0.433
Sox2,Rfx2,-0.3636,0.4329
Sox2,D17H6S56E-5,-0.3637,0.4328
Sox2,Trps1,-0.364,0.4325
Sox2,Defcr24,-0.3653,0.4312
Sox2,Rragb,-0.3658,0.4307
Sox2,Notch4,-0.3661,0.4304
Sox2,Tuba4a,-0.3663,0.4302
Sox2,Akr1c21,-0.3663,0.4302
Sox2,Defcr17,-0.3668,0.4297
Sox2,Defcr23,-0.3673,0.4292
Sox2,Epb4.1l4a,-0.3673,0.4292
Sox2,Ildr1,-0.3681,0.4284
Sox2,9030201C23Rik,-0.3684,0.4281
Sox2,En2,-0.3685,0.428
Sox2,Pla2g5,-0.3693,0.4272
Sox2,Uprt,-0.3702,0.4263
Sox2,P2ry6,-0.3704,0.4261
Sox2,1700019A02Rik,-0.3705,0.426
Sox2,Si,-0.3718,0.4248
Sox2,Soat2,-0.372,0.4246
Sox2,Psma8,-0.3725,0.4241
Sox2,Clca1,-0.3729,0.4237
Sox2,EG435970,-0.3734,0.4232
Sox2,Zic3,-0.3738,0.4228
Sox2,Sfrp1,-0.3742,0.4224
Sox2,AU018797,-0.3742,0.4224
Sox2,5330413P13Rik,-0.3744,0.4222
Sox2,Klf4,-0.3748,0.4218
Sox2,Zfp518,-0.3754,0.4213
Sox2,LOC671977,-0.3757,0.421
Sox2,Capn3,-0.3763,0.4204
Sox2,OTTMUSG00000010673,-0.3765,0.4202
Sox2,LOC235852,-0.3766,0.4201
Sox2,Sall3,-0.3767,0.42
Sox2,2310067E19Rik,-0.377,0.4197
Sox2,2500002B13Rik,-0.3771,0.4196
Sox2,Ddc,-0.3784,0.4184
Sox2,Arc,-0.3787,0.4181
Sox2,Srst,-0.3793,0.4175
Sox2,Acoxl,-0.3798,0.417
Sox2,Cd37,-0.3799,0.4169
Sox2,Defcr3,-0.3802,0.4166
Sox2,Pcaf,-0.3806,0.4162
Sox2,5830482F20Rik,-0.3808,0.4161
Sox2,Elmo1,-0.3809,0.416
Sox2,Gtsf1,-0.381,0.4159
Sox2,C8a,-0.3812,0.4157
Sox2,Defa1,-0.3814,0.4155
Sox2,Fgf3,-0.3816,0.4153
Sox2,Onecut1,-0.382,0.4149
Sox2,Egr1,-0.3822,0.4147
Sox2,Liph,-0.3822,0.4147
Sox2,Il10,-0.3823,0.4146
Sox2,BC028528,-0.3825,0.4144
Sox2,Dapp1,-0.3828,0.4141
Sox2,Tmprss6,-0.3832,0.4138
Sox2,A130092J06Rik,-0.3835,0.4135
Sox2,1190003J15Rik,-0.3837,0.4133
Sox2,Efhd1,-0.384,0.413
Sox2,Ccnd1,-0.3841,0.4129
Sox2,Spna1,-0.3841,0.4129
Sox2,Brunol4,-0.3845,0.4125
Sox2,LOC73899,-0.385,0.412
Sox2,Upp1,-0.3851,0.412
Sox2,Pipox,-0.3852,0.4119
Sox2,Wscd1,-0.3857,0.4114
Sox2,Them5,-0.3869,0.4102
Sox2,Vsig2,-0.387,0.4102
Sox2,9130401L11Rik,-0.3872,0.41
Sox2,EG628571,-0.3882,0.409
Sox2,9430041J12Rik,-0.3885,0.4087
Sox2,Dlgap3,-0.3885,0.4087
Sox2,Laptm5,-0.3888,0.4085
Sox2,Aldoart2,-0.3901,0.4072
Sox2,Ushbp1,-0.3904,0.407
Sox2,Olfr361,-0.3911,0.4063
Sox2,Nrp2,-0.3923,0.4052
Sox2,Mycn,-0.3928,0.4047
Sox2,Prdm5,-0.393,0.4045
Sox2,Grhl2,-0.3941,0.4035
Sox2,Pabpc3,-0.3949,0.4028
Sox2,Tmem132d,-0.395,0.4027
Sox2,Kcnu1,-0.3953,0.4024
